공고번호,회사명,공고제목,지역,경력,기술스택/분야
54076541,칼주식회사(영업소),"[CAL/일본근무] 경력자 채용 / WEB개발자, IT엔지니어",일본,경력1년↑,Python / 백엔드/서버개발 / 솔루션
54105667,(주)홍익과학기술,IT 인프라 운영 업무직 채용,경기 성남시 수정구,신입,SE(시스템엔지니어) / 기술지원 / 유지보수
54109042,(주)티에프이,AX 혁신을 이끌고 스마트한 미래를 설계할 IT 전문가,경기 화성시,경력 8~20년,유지보수 / ERP / 전산총무
53935367,엘아이지풍산프로테크(주),IT/전산/보안/총무(경영지원팀) 신입/경력사원 모집,경북 경주시,경력무관,총무 / 전산총무 / 기타제조업
54118689,(주)트라이얼인포매틱스,임상시험IT솔루션 - 임상PM,서울 송파구,신입·경력,SQA / CRA(임상연구원) / CRM(임상연구전문가)
54035133,(주)씨앤아이,IT 경력직 채용 공고 (대전광역시/세종시),대전 서구,경력1년↑,네트워크 / 클라우드 / SE(시스템엔지니어)
53846562,(주)한국디지털거래소,IT 시스템 Infra 운영 인력을 찾습니다.,서울 서초구,경력 3~10년,클라우드 / SE(시스템엔지니어) / 유지보수
53963780,(주)파인랩,(에이플러스그룹) IT 인프라 및 전산장비 운영·관리 전문가,서울 강남구,신입·경력,H/W / SI·시스템통합 / 솔루션업체
54014957,(주)코비,[베트남/호치민] IT 전산관리자 채용공고,아시아·중동 베트남,경력3년↑,인프라 / 기술지원 / 유지보수
54034153,(주)스카우트플랜,IT분야 전문 헤드헌터 모집(신입/경력),서울 강남구,경력무관,빅데이터 / 데이터분석가 / PM(프로젝트매니저)
54045404,(사)아이티여성기업인협회,[한국IT여성기업인협회] 2026년 상반기 사무국 직원 채용,서울 강남구,경력무관,교육운영 / 교육행정 / 사무행정
54109479,(주)헬로서치,(대기업 IT사) 임원 전문비서 채용 (정규직 전환 가능),서울 강남구,경력 3~13년,비서 / 임원비서 / 서치펌 / 헤드헌팅
54124146,(주)아이이에이,[대기업] IT 시스템 풀스택 개발 채용,서울 송파구,경력 3~20년,프론트엔드 / Javascript / React
54090128,(주)에스비아이앤씨,[분당] IT 보안 보안관제,경기 성남시 분당구,신입·경력,네트워크 / 방화벽 / 기술지원
53972093,(주)아티드,IT 헬프 데스크 보조 전산 운영 업무 (지역 : 여의도),서울 영등포구,신입·경력,인프라 / 클라우드 / 기술지원
54012985,(주)스페이스샘,[재택] 콘텐츠·디자인·IT개발 공공입찰 제안 기획 전문가 채용,서울 성동구,경력무관,기획 / 사업기획 / 서비스기획
54077545,(주)곰돌이,대구 학원 IT 개발자 바이브 코딩 주35시간,대구 북구,경력무관,보습학원
53988849,한국폴리텍대학 분당융합기술교육원,IT[AI·SW] / 품질관리[바이오·이화학] 취업실무교육 모집,경기 성남시 분당구,경력무관,빅데이터 / 데이터분석가 / 네트워크
53859573,(주)윌로그,사내 IT 및 오피스 운영 담당,서울 강남구,경력 3~10년,서류관리 / Excel / 총무
54125381,㈜그린맨파워,[판교/IT기업/복지우수] 영업지원 채용,경기 성남시 분당구,경력무관,회계 / 사무직 / 사무보조
54073614,(주)에스티메디,[(주)STMEDI]  IT사업부 개발자 채용 공고,부산 동래구,경력,유지보수 / 웹개발 / MSSQL
54059683,에이케이플라자(주)노보텔수원,[노보텔앰배서더수원] 호텔 IT(전산) 신입/경력 채용,경기 수원시 팔달구,경력무관,인프라 / 클라우드 / 방화벽
53446971,(주)에스피에스컴퍼니,주) SPS컴퍼니 채용 공고 (2026) 웹디자이너· 개발자· IT기획,전북 전주시 완산구,경력3년↑,앱개발 / 웹개발 / UI/UX디자인
53999689,이크론소프트,IT개발·데이터(웹개발&프론트엔드&백엔드) 채용,경남 김해시,신입·경력,프론트엔드 / SI·시스템통합 / ERP
54049853,조이팩토리(주),2026년 신입사원 채용 (IT부문),서울 금천구,신입,MSSQL / C# / ERP
54079479,(주)조은앱,IT개발·데이터 정규직 모집 - 신입,경기 성남시 분당구,경력무관,Android / React / RestAPI
54085463,코드아이디어(주),[IT] 해내는 PM/기획자 채용,서울 강서구,경력무관,영업 / 영업관리 / 영업전략
54103608,대성산업(주),대성산업 기계사업부 FA-IT팀 기술영업 (서울) 신입/경력,서울 구로구,경력무관,영업직 / 영업전략 / 거래처관리
54037233,굿커리어,"IT중견기업 지주사 재무기획 부장,이사급 구함(굿커리어)",서울 강남구,경력13년↑,재무 / 재무회계 / 회계결산
53776411,엘앤피자동차코리아유한책임회사,[글로벌 자동차 부품사] 인사총무(EHS·총무·IT 지원),부산 사상구,경력5년↑,총무 / 자동차부품
53952935,시큐어트리(주),IT인프라 네트워크 보안 엔지니어  모집,경기 평택시,경력무관,MCU / AI(인공지능) / Python
54043675,아이티스코,아이티스코 AI 인력 IT개발·데이터 모집,대구 수성구,경력무관,백엔드/서버개발 / 데이터엔지니어 / 기술지원
54049091,티피링크코리아(유),[미국계/외국계 IT 솔루션 기업] 회계담당자 채용,서울 영등포구,경력7년↑,회계사 / 기업회계 / 공인회계사
54089340,연세IT미래교육원,연세IT미래교육원 총무회계 담당자 채용 (신규/경력),경기 수원시 장안구,경력무관,직업전문학교 / 사무직 / 사무보조
54100636,에이치알포유(주),[] 급성장 IT 플랫폼 기업 [] CFO,서울 강남구,경력10년↑,회계결산 / 기업회계 / 법인결산
54101911,(주)엠마헬스케어,IT 서비스 기획자 채용,경기 성남시 수정구,경력 1~3년,기획 / 사업기획 / 서비스기획
54106384,엘르메디여성의원,엘르메디여성의원 IT관리 담당자채용,경남 창원시 의창구,경력무관,전산/기술직 / 전문병원
54118889,(주)메가브릿지,[메가브릿지/헬스케어] IT 전략기획팀 경력 인재 채용,서울 영등포구,경력 3~6년,사업기획 / 서비스기획 / 앱기획
53945397,(주)티오에스코리아,[여의도/성과급上/스펙UP]나이스평가정보 IT 기술지원 채용,서울 영등포구,경력무관,솔루션 / 인프라 / 클라우드
54040907,아이비커리어(주),"[충정로/중견] 풍산홀딩스 OA유지보수 담당자 채용(PC,IT,통신)",서울 서대문구,경력2년↑,정보보안 / 네트워크 / C언어
54041546,(주)자이닉스,"[자이닉스] 경영지원팀원 모집(IT, 에듀테크 사업 지원 및 관리)",서울 구로구,경력무관,사무행정 / 경영지원 / 구매관리
54126035,(주)리드넘버,[리드넘버] IT 인프라 및 정보 보안 운영 담당자 채용(경력 3~5),서울 구로구,경력 3~5년,네트워크 / 취약점진단 / 인프라
54089859,(주)인썸블루,[신입/주니어] 외국계 IT 대행사 에이전시 웹 디자이너 모집,서울 성동구,경력무관,편집디자인 / 광고디자인 / 콘텐츠디자인
54111632,세인관세법인,세인관세법인 서울본사 IT 개발자(C#) 경력 채용,서울 서초구,경력5년↑,DBMS / .NET / ASP.NET
53899668,(주)트랜스코스모스코리아,트랜스코스모스 IT사업부 Genesys Cloud 경력 담당자 채용 MGt6,서울 영등포구,경력,데이터엔지니어 / IT컨설팅 / 서비스기획
53989107,포레시아코리아(주),IT SAP Roll-out & Process Specialist (SD·MM·PP),경기 용인시 수지구,경력 4~10년,데이터엔지니어 / IT컨설팅 / 정보보안
53873037,(주)대한솔루션,(주)대한솔루션 IT관리 경력자 채용,인천 남동구,경력5년↑,네트워크 / 자동차부품
53872878,알에프시스템즈(주),IT ERP 운영 및 개발 담당자 모집,경기 오산시,경력 2~5년,정보보안 / 네트워크 / 기계
53903959,티오케이첨단재료,송도 일본계 IT 담당자 채용,인천 연수구,경력 3~7년,스크립트 / SAP / 화학
54029963,(주)컬리,물류센터 IT 인프라 운영 담당자 (김포),경기 김포시,경력무관,판매
53940449,씨제이대한통운(주),[CJ대한통운] '물류IT 컨설팅' 경력사원 모집,서울전체,경력3년↑,물류관리 / 물류사무원 / 물류기획 / 물류자동화 / 배송·택배
54110365,신성통상(주),신성통상(주) IT기획팀 IT기획 담당 경력 채용,서울 강동구,경력7년↑,PMO / 섬유 / 패션 / 여성의류 / 유아의류
53633894,(주)레이어,[LAYER] ERP 및 IT 기획&운영 담당자 채용 (4년 이상),서울 강남구,경력 4~10년,정보보안 / 기술지원 / 유지보수
54071889,(주)맨파워그룹코리아,[김포] 글로벌 항공엔진 기업 GE OWS IT Helpdesk 채용,경기 김포시,경력무관,보안컨설팅 / 네트워크 / 인프라
53689095,(주)메타엠,인프라운영팀 IT 헬프데스크 담당 사원(주임/대리) 채용,대구 중구,경력무관,기술지원 / 유지보수 / Linux
53807045,(주)메타엠,[ 판교역/정규직 ] SKT IT헬프데스크 업무 - 쉬워요/업무량적음,경기 성남시 분당구,경력무관,상담원 / 아웃바운드 / 텔레마케터
54024546,(주)메타엠,[메타엠]  고객센터 IT 헬프데스크 담당자 채용,대구 중구,경력무관,S/W / 기술지원 / 유지보수
54089782,(주)쥬비스다이어트,IT 서비스기획 PM 경력직 채용,서울 강남구,경력 7~10년,다이어트
53947574,(주)진인프라,[중견IT기업] 광주 필드 엔지니어 채용(신입/경력),광주 광산구,신입·경력,네트워크 / 방화벽 / SE(시스템엔지니어)
53947208,(주)진인프라,[중견IT기업] 클라우드 네이티브 SE 채용,경기 고양시 덕양구,경력 2~5년,SE(시스템엔지니어) / 네트워크엔지니어 / 클라우드엔지니어
53990522,(주)데이터스트림즈,IT PMO 및 사업관리 담당자 모집,서울 서초구,경력2년↑,PMO / 경영관리 / SI·시스템통합 / CRM / 솔루션업체
54000154,안진회계법인,회계감사부문 IT A&A 그룹 SAP 및 ERP specialist 경력직,서울 영등포구,경력 3~10년,SAP / 회계법인
54045244,(주)진인프라,[중견IT기업] 네트워크 상주 엔지니어 채용 (인천),인천 연수구,경력3년↑,정보보안 / 보안관제 / 네트워크
50406441,(주)비와이엔블랙야크,[BYN블랙야크] IT 부문 경력직 상시 채용,서울 서초구,경력 3~14년,MSSQL / Java / AWS
53891660,(주)크레이버코퍼레이션,[Craver] IT 인프라 및 시스템 운영 담당자,서울 강남구,경력 5~10년,백엔드/서버개발 / 인프라 / 클라우드
54071478,에스케이브로드밴드(주),AI DC(데이터센터) 구축 전문가 (시스템 및 IT개발/DCIM),전국,경력5년↑,빅데이터 / 데이터분석가 / 데이터분석
54111413,(주)비와이엔블랙야크,[BYN블랙야크] IT(시스템 운영·구축) 경력 채용,서울 서초구,경력 10~15년,ERP / WMS / 의류·의상
53901362,(주)솔로몬텍,솔로몬텍 유럽법인 경력사원 채용(IT User Support),유럽 독일,경력1년↑,H/W / VoIP / VPN
54097015,(주)맨토스파워,[제약대기업 계열사 IT솔루션기업]  영상제작 PD,서울 마포구,경력5년↑,의약·제약 / 바이오
54097016,(주)맨토스파워,[제약대기업 계열사 IT솔루션기업] 영양 콘텐츠 기획,서울 마포구,경력3년↑,콘텐츠기획 / 콘텐츠에디터 / 영양사
53821664,(주)한국갤럽조사연구소,[한국갤럽] IT인프라 엔지니어 경력직 채용,서울 종로구,경력5년↑,조사분석
54086741,(주)라이온하트스튜디오,[라이온하트 스튜디오] PC 유지 보수 및 IT 담당자 모집,경기 성남시 분당구,경력 1~4년,총무 / 비품관리 / 시설관리 / 자산관리 / 게임
53809084,(주)바이텍정보통신,IT상황실 근무자 모집합니다.,충북 청주시 흥덕구,경력1년↑,인프라 / 모니터링 / 하드웨어
53860789,(주)에이스바이옴,건강기능식품 비에날씬 (주)에이스바이옴 IT담당자 채용,서울 강남구,경력 3~10년,전산총무 / 건강보조식품 / 바이오 / 생명공학
53929097,(주)맨파워그룹코리아,[서울역]외국계 자동차 금융사 'B'사 IT Application Engineer,서울 중구,경력1년↑,IT컨설팅 / 정보보안 / 보안컨설팅
53981506,(주)맨파워그룹코리아,[잠실] 독일계 글로벌 반도체 기업 IT Helpdesk 채용 / 전산총무,서울 송파구,경력무관,정보보안 / SE(시스템엔지니어) / 기술지원
54025664,낙스넷(주),[신입] SK텔레콤 문래고객센터 IT Help Desk (PC 유지보수),서울 영등포구,신입,H/W / 소프트웨어개발
54017136,(주)맨파워그룹코리아,[방배] 벤츠 공식 딜러사 IT 인프라 경력자(육휴/1Y),서울 서초구,경력5년↑,솔루션 / 네트워크 / 취약점진단
54112066,케이앨앤프레이트코리아(주),[외국계]KLN 프레이트 코리아  IT 담당자 채용,서울 영등포구,경력 3~7년,운송·운수
53677356,이지케어텍(주),[의료IT 1위 이지케어텍] 일본 법인 BA 채용,서울 중구,경력2년↑,간호사 / 마취간호사 / 심사간호사
53677257,이지케어텍(주),[의료IT 1위 이지케어텍] 해외 간호 컨설팅 (BA) 채용,서울 중구,경력3년↑,간호사 / 마취간호사 / 심사간호사
53835169,이지케어텍(주),"[의료IT 1위] 구축형 솔루션, 국내영업 담당 채용",서울 중구,경력 2~5년,영업기획 / 영업지원 / 사업관리
53846461,(주)정광아이엔씨,2026년 베트남 법인 관리(인사.회계.총무.IT) 인재 모집,아시아·중동 베트남,경력3년↑,재무회계 / 회계결산 / 총무
53849929,이지케어텍(주),[의료IT 1위 이지케어텍] AI Engineer (석/박사) 전문연 채용,서울 중구,경력1년↑,AI(인공지능) / Python / 빅데이터
53849856,이지케어텍(주),[의료IT 1위 이지케어텍] 연구소 MLOps Engineer 채용,서울 중구,경력 2~15년,AI(인공지능) / Python / Pytorch
53847985,(주)헬만월드와이드로지스틱스,외국계 포워딩 - IT&Admin [경력] 채용,서울 강서구,경력2년↑,유지보수 / 정보통신 / 총무
53899245,(주)엑스퍼넷,[(주)엑스퍼넷]CS기술부 IT인프라 구축 및 총괄 PM 신규 채용,경기 성남시 분당구,경력무관,정보보안 / 네트워크 / 클라우드
53946205,(주)코잇,삼성공식파트너/ IT 디지털/ 쇼핑몰 관리 MD 경력자 채용,서울 용산구,경력무관,온라인MD / 상품관리 / 소셜커머스 / 쇼핑몰 / 시장조사
54011635,서울데이타통신(주),IT 보안 운영 엔지니어 모집[상암],서울 마포구,경력무관,인프라 / 방화벽 / 유지보수
